Fighter_URL,Height,Weight,Reach,Stance,DoB
http://www.ufcstats.com/fighter-details/a0e75f4a13eb73f1,"6' 0""",145,"72""",Orthodox,"Feb 11, 1990"
http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,"5' 1""",115,"62""",Orthodox,"Sep 25, 1991"
http://www.ufcstats.com/fighter-details/d221ee27afc7a60e,"5' 11""",170,"75""",Orthodox,"Mar 08, 1984"
http://www.ufcstats.com/fighter-details/9bad58fa651d6196,"5' 7""",200,--,Orthodox,--
http://www.ufcstats.com/fighter-details/46e2ca71fd5089cb,"6' 0""",205,--,Orthodox,"Mar 31, 1973"
http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,"6' 1""",185,"74""",Switch,"Nov 15, 1979"
http://www.ufcstats.com/fighter-details/047a91d3d9c79b05,"5' 9""",145,"71""",Orthodox,"Feb 20, 1993"
http://www.ufcstats.com/fighter-details/e20ad078a7d63361,"6' 3""",205,--,Orthodox,"Jul 23, 1991"
http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e,"6' 3""",205,"75""",Orthodox,"Jun 02, 1992"
http://www.ufcstats.com/fighter-details/af997f7611673880,"5' 11""",205,"70""",Orthodox,"Feb 09, 1987"
http://www.ufcstats.com/fighter-details/e06fd1260ac865a7,"5' 11""",205,--,Orthodox,"Mar 28, 1967"
http://www.ufcstats.com/fighter-details/25b31165758402dd,"5' 5""",125,"63""",Orthodox,"Feb 28, 1982"
http://www.ufcstats.com/fighter-details/4665f9f909cd7214,"5' 7""",170,"70""",Orthodox,"Dec 01, 1985"
http://www.ufcstats.com/fighter-details/78d48d3874dacafd,"6' 1""",251,--,Orthodox,"Aug 05, 1981"
http://www.ufcstats.com/fighter-details/dbd198f780286aca,--,205,--,Orthodox,--
http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a,"5' 7""",125,"69""",Orthodox,"Jun 25, 1993"
http://www.ufcstats.com/fighter-details/71002dbc1743b9a7,"5' 8""",135,"73""",Orthodox,"Feb 09, 1988"
http://www.ufcstats.com/fighter-details/269d103c96a4c3a5,"5' 10""",145,--,Southpaw,"Oct 05, 1979"
http://www.ufcstats.com/fighter-details/0c1a04afca64e38f,"5' 10""",255,--,Southpaw,"Jun 19, 1983"
http://www.ufcstats.com/fighter-details/79ded75550efc139,"5' 11""",154,--,Southpaw,"May 09, 1983"
http://www.ufcstats.com/fighter-details/8c020156779f7888,"5' 6""",125,"66""",,"Jun 25, 1987"
http://www.ufcstats.com/fighter-details/1ccff7f0cfdf85eb,"6' 0""",170,--,Orthodox,"Aug 26, 1977"
http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2,"5' 10""",170,--,Orthodox,"Dec 02, 1977"
http://www.ufcstats.com/fighter-details/6224e8d0a34264eb,--,155,"70""",,"Jul 15, 1984"
http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d,"6' 1""",170,"77""",Orthodox,"Dec 06, 1980"
http://www.ufcstats.com/fighter-details/40389d39a92f5bfa,"5' 6""",145,"69""",Southpaw,"Jul 14, 1975"
http://www.ufcstats.com/fighter-details/adea9f0090aa8e14,"6' 1""",230,--,,--
http://www.ufcstats.com/fighter-details/e17ac6410c8377f4,"6' 0""",170,"75""",Orthodox,"Apr 26, 1986"
http://www.ufcstats.com/fighter-details/453ee00c3e1ae9dd,"5' 9""",205,--,Orthodox,"Aug 16, 1979"
http://www.ufcstats.com/fighter-details/862b0b3375aa4b6e,"5' 8""",135,"72""",Orthodox,"Dec 10, 1983"
http://www.ufcstats.com/fighter-details/d58478ded5534695,"5' 11""",185,--,Orthodox,"Mar 08, 1981"
http://www.ufcstats.com/fighter-details/78114b7199cef90c,"5' 6""",135,"67""",Orthodox,"May 14, 1979"
http://www.ufcstats.com/fighter-details/27b164b0d1833df0,"5' 7""",125,--,Switch,"Jul 23, 1986"
http://www.ufcstats.com/fighter-details/8f765fd5775a8873,"6' 0""",185,--,,"Sep 28, 1991"
http://www.ufcstats.com/fighter-details/91d73ee59347ac16,"6' 1""",170,--,Orthodox,"Jul 05, 1980"
http://www.ufcstats.com/fighter-details/f89e6e66b9b112de,"6' 4""",170,"79""",Southpaw,"Jun 19, 1989"
http://www.ufcstats.com/fighter-details/49c7236c737d7e59,"5' 9""",145,--,Southpaw,"Sep 11, 1975"
http://www.ufcstats.com/fighter-details/04e9955f33e0c267,"5' 9""",155,--,,--
http://www.ufcstats.com/fighter-details/1291edf2d566a71a,"5' 7""",145,"70""",Southpaw,"Oct 27, 1989"
http://www.ufcstats.com/fighter-details/bf0e700106d00e55,"6' 0""",145,"72""",Orthodox,"Oct 22, 1991"
http://www.ufcstats.com/fighter-details/36541f1e6c5d4955,"5' 4""",125,"68""",Orthodox,"Nov 21, 1986"
http://www.ufcstats.com/fighter-details/9c9455912d917e4e,--,155,--,,--
http://www.ufcstats.com/fighter-details/d25e39e74efb0a77,"5' 8""",145,--,,"Oct 15, 1981"
http://www.ufcstats.com/fighter-details/9a7ffa80766caa51,"6' 2""",185,--,,--
http://www.ufcstats.com/fighter-details/30ad2050273d016a,--,--,--,,--
http://www.ufcstats.com/fighter-details/05fbfe628658c538,"5' 11""",205,--,Orthodox,"Jul 17, 1978"
http://www.ufcstats.com/fighter-details/c136b2a8852da5bd,"5' 10""",155,"71""",Southpaw,"Jan 14, 1983"
http://www.ufcstats.com/fighter-details/770b9d4813c25902,"5' 11""",205,--,Orthodox,"May 28, 1975"
http://www.ufcstats.com/fighter-details/3738e68d2261e60f,"6' 3""",240,"77""",Orthodox,"Feb 04, 1979"
http://www.ufcstats.com/fighter-details/de62052b2ede65ba,"5' 10""",170,"72""",Orthodox,"Sep 01, 1982"
http://www.ufcstats.com/fighter-details/2dea80c069847321,"5' 9""",190,--,Southpaw,--
http://www.ufcstats.com/fighter-details/61fb8098ccf81c7f,"6' 3""",185,"73""",Orthodox,"Jul 01, 1989"
http://www.ufcstats.com/fighter-details/91e3388e69060e69,"5' 7""",125,--,,--
http://www.ufcstats.com/fighter-details/49f78022126bf4a4,"5' 11""",155,--,Orthodox,"Jan 31, 1991"
http://www.ufcstats.com/fighter-details/a373085066dbfb54,"6' 1""",185,"73""",Switch,"Dec 27, 1989"
http://www.ufcstats.com/fighter-details/2abc414136504554,"5' 7""",145,"69""",Orthodox,"Aug 19, 1994"
http://www.ufcstats.com/fighter-details/9be6020024133293,"6' 0""",247,"74""",Orthodox,"Dec 24, 1985"
http://www.ufcstats.com/fighter-details/d26a0988c9dc9886,"5' 6""",125,--,,"Jan 14, 1992"
http://www.ufcstats.com/fighter-details/b1d19449397541dc,"5' 6""",125,"67""",Orthodox,"Oct 09, 1992"
http://www.ufcstats.com/fighter-details/06827d70c53ff0d9,"6' 3""",185,"75""",Southpaw,"May 20, 1988"
http://www.ufcstats.com/fighter-details/6e8f1bcdda94ff45,"6' 3""",205,--,,"Apr 23, 1996"
http://www.ufcstats.com/fighter-details/0b31f87be71ebbb1,"5' 11""",170,"73""",Orthodox,"Jul 18, 1984"
http://www.ufcstats.com/fighter-details/399afbabc02376b5,"6' 5""",256,"78""",Orthodox,"Apr 11, 1993"
http://www.ufcstats.com/fighter-details/5af26b3201690d29,"6' 0""",215,--,Southpaw,--
http://www.ufcstats.com/fighter-details/9c42a0de8e012870,"5' 8""",135,--,Orthodox,"Apr 09, 1985"
http://www.ufcstats.com/fighter-details/a2ea77e974c5889f,"6' 0""",245,"75""",Orthodox,"Jan 12, 1995"
http://www.ufcstats.com/fighter-details/954e3f4e2b0e6510,--,170,--,,"Apr 28, 1979"
http://www.ufcstats.com/fighter-details/27541033b97c076d,"6' 2""",235,"77""",Orthodox,"Feb 08, 1974"
http://www.ufcstats.com/fighter-details/e5010b1b94ca5755,"5' 11""",155,"70""",Orthodox,"Apr 25, 1984"
http://www.ufcstats.com/fighter-details/b0f316c60f8d3b47,"5' 5""",125,--,Orthodox,"May 13, 1988"
http://www.ufcstats.com/fighter-details/22a92d7f62195791,"5' 11""",155,"76""",Orthodox,"Feb 12, 1984"
http://www.ufcstats.com/fighter-details/15f4550e017f6c7d,"5' 7""",205,--,,--
http://www.ufcstats.com/fighter-details/cbc071cb20ea59c7,"5' 7""",139,--,Orthodox,"Mar 30, 1980"
http://www.ufcstats.com/fighter-details/979f7edbb6980b0d,"6' 2""",170,--,,"Nov 13, 1977"
http://www.ufcstats.com/fighter-details/977081bc01197656,"5' 11""",323,--,Orthodox,"Apr 26, 1965"
http://www.ufcstats.com/fighter-details/8c21eb9fd7c4c203,"6' 3""",205,"79""",Orthodox,"Jan 18, 1996"
http://www.ufcstats.com/fighter-details/28ba5f27e473420c,"5' 7""",205,--,Orthodox,"Apr 25, 1979"
http://www.ufcstats.com/fighter-details/dbc17725b887860a,"6' 1""",185,"78""",Southpaw,"Feb 15, 1985"
http://www.ufcstats.com/fighter-details/6e380a4d73ab4f0e,"6' 2""",200,--,Orthodox,"Nov 18, 1974"
http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc,"5' 9""",155,"74""",Orthodox,"Jan 18, 1985"
http://www.ufcstats.com/fighter-details/cdadae5363b66eef,"5' 6""",135,"69""",Southpaw,"Oct 23, 1989"
http://www.ufcstats.com/fighter-details/d814f5192e58fb2f,"5' 10""",155,"70""",Orthodox,"Dec 14, 1979"
http://www.ufcstats.com/fighter-details/aa72b0f831d0bfe5,"5' 5""",125,"68""",Orthodox,"Dec 18, 1987"
http://www.ufcstats.com/fighter-details/0ec821423baa26bd,"6' 4""",235,--,Orthodox,--
http://www.ufcstats.com/fighter-details/daff32bc96d1eabf,"5' 4""",135,--,Orthodox,--
http://www.ufcstats.com/fighter-details/2abdead94ce73552,"5' 8""",185,--,Southpaw,"May 24, 1978"
http://www.ufcstats.com/fighter-details/bbfca6d5c27d9cd8,"5' 7""",135,"69""",Orthodox,"Jul 31, 1984"
http://www.ufcstats.com/fighter-details/997b4f52f76a0b53,"6' 0""",183,--,Orthodox,--
http://www.ufcstats.com/fighter-details/8fd808923cffff82,"5' 11""",145,"74""",Orthodox,"Jun 25, 1990"
http://www.ufcstats.com/fighter-details/3317823959d32a05,"5' 8""",135,--,Orthodox,--
http://www.ufcstats.com/fighter-details/0496cdac0bc9edd8,"6' 0""",170,--,,"Jul 11, 1974"
http://www.ufcstats.com/fighter-details/9583662df31d943f,"5' 8""",170,"70""",Orthodox,"Jan 22, 1981"
http://www.ufcstats.com/fighter-details/16d09e800ad7ec79,"5' 6""",154,--,Orthodox,"Mar 18, 1982"
http://www.ufcstats.com/fighter-details/34ff304266360297,"5' 7""",125,--,Orthodox,"Feb 17, 1990"
http://www.ufcstats.com/fighter-details/f34312c2ccfa0e00,"5' 7""",155,"68""",Southpaw,"May 09, 1976"
http://www.ufcstats.com/fighter-details/bebb4ae55ac2bf6f,"5' 8""",145,"68""",Orthodox,"Jun 06, 1992"
http://www.ufcstats.com/fighter-details/c32fb8c0f6471a4d,"6' 2""",230,"73""",Southpaw,"Sep 10, 1974"
http://www.ufcstats.com/fighter-details/6f018c039b4d5d80,"6' 0""",170,"74""",Orthodox,"Feb 24, 1978"
http://www.ufcstats.com/fighter-details/b8dc5fbf8338adc5,"5' 10""",205,--,,--
http://www.ufcstats.com/fighter-details/5517bd590dbbe1f8,"5' 4""",145,--,,--
http://www.ufcstats.com/fighter-details/d0d7160824278840,"5' 9""",145,"72""",Orthodox,"Jun 24, 1981"
http://www.ufcstats.com/fighter-details/210935fd21670f6d,"5' 10""",170,"72""",Orthodox,"Jun 16, 1977"
http://www.ufcstats.com/fighter-details/ff222167cce02919,"6' 2""",185,--,Orthodox,"May 23, 1992"
http://www.ufcstats.com/fighter-details/2f13e4020cea5b38,"5' 5""",135,"66""",Orthodox,"Jul 19, 1982"
http://www.ufcstats.com/fighter-details/fd7acf42bd6e7e95,"6' 1""",230,--,Orthodox,--
http://www.ufcstats.com/fighter-details/196ed28337adc630,"6' 0""",155,--,Orthodox,"Apr 16, 1986"
http://www.ufcstats.com/fighter-details/55ee431411ccf07a,"5' 9""",155,"70""",Southpaw,"Feb 23, 1989"
http://www.ufcstats.com/fighter-details/4d3b08ab127c7585,"6' 3""",251,--,,"Mar 28, 1992"
http://www.ufcstats.com/fighter-details/956dcac65e7b34d6,"5' 9""",185,--,Orthodox,--
http://www.ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,"6' 1""",170,--,,"May 17, 1982"
http://www.ufcstats.com/fighter-details/04643fd03d9159cc,"5' 10""",155,"74""",Orthodox,"Aug 18, 1973"
http://www.ufcstats.com/fighter-details/4665cbf36b08193b,"5' 10""",145,--,Orthodox,"Jan 16, 1993"
http://www.ufcstats.com/fighter-details/8753e125f4499816,"6' 0""",170,"74""",Orthodox,"Jun 30, 1983"
http://www.ufcstats.com/fighter-details/033d19259f589457,"5' 7""",145,--,,"Dec 29, 1988"
http://www.ufcstats.com/fighter-details/86d9dbe1bfcbade7,"5' 7""",135,"68""",Orthodox,"May 11, 1988"
http://www.ufcstats.com/fighter-details/46d0a888d87d91ac,"5' 9""",185,"76""",Orthodox,"Mar 10, 1986"
http://www.ufcstats.com/fighter-details/da603332ad41f165,"5' 11""",155,--,,"Jun 07, 1983"
http://www.ufcstats.com/fighter-details/6eaec40f724852f4,"6' 0""",155,"73""",Orthodox,"May 31, 1992"
http://www.ufcstats.com/fighter-details/26387c19f32dda0f,"6' 1""",265,--,,"Aug 20, 1988"
http://www.ufcstats.com/fighter-details/ee18ff42063174df,"5' 8""",155,"71""",Switch,"Feb 20, 1990"
http://www.ufcstats.com/fighter-details/9bcfb40dbcd50568,"6' 3""",161,--,Orthodox,"Jun 25, 1981"
http://www.ufcstats.com/fighter-details/063649e21bc9d6d5,"5' 9""",154,--,Orthodox,"Jun 10, 1976"
http://www.ufcstats.com/fighter-details/2af2f2e26c4c0402,"5' 8""",145,"69""",Orthodox,"Mar 02, 1992"
http://www.ufcstats.com/fighter-details/c814b4c899793af6,"5' 8""",155,"71""",Switch,"Mar 05, 1993"
http://www.ufcstats.com/fighter-details/ac45450f75d14f16,"5' 7""",145,--,,"Dec 13, 1980"
http://www.ufcstats.com/fighter-details/725b1abc9a39d873,"5' 9""",170,--,,"Feb 18, 1997"
http://www.ufcstats.com/fighter-details/4bb0f74d5e26f89a,"6' 3""",205,"73""",Switch,"Dec 22, 1993"
http://www.ufcstats.com/fighter-details/09e62c450e754913,"5' 7""",125,"68""",Orthodox,"Sep 07, 1990"
http://www.ufcstats.com/fighter-details/7d09200f6a77b20e,"6' 2""",155,--,Orthodox,"Jan 08, 1983"
http://www.ufcstats.com/fighter-details/b5f44dcb863f595b,"6' 0""",155,"73""",Southpaw,"Mar 17, 1988"
http://www.ufcstats.com/fighter-details/d23d5960ac5e117c,"5' 10""",145,"73""",Orthodox,"Aug 06, 1991"
http://www.ufcstats.com/fighter-details/c97fc5fbf7d32b8a,--,170,--,,--
http://www.ufcstats.com/fighter-details/cb139171ed1b69fe,"5' 10""",145,"74""",Southpaw,"May 26, 1976"
http://www.ufcstats.com/fighter-details/8164250600b7c91b,--,--,--,,"Jul 18, 1988"
http://www.ufcstats.com/fighter-details/01d2ed8c502e3828,"5' 9""",155,"74""",Orthodox,"Jan 07, 1984"
http://www.ufcstats.com/fighter-details/fa534853eb195270,"5' 7""",220,--,Orthodox,--
http://www.ufcstats.com/fighter-details/05339613bf8e9808,"5' 8""",135,"71""",Orthodox,"Jun 25, 1987"
http://www.ufcstats.com/fighter-details/0adf1aacda5e26ac,"5' 4""",145,--,,--
http://www.ufcstats.com/fighter-details/7a82635ffa9b59fe,"5' 5""",185,--,Orthodox,--
http://www.ufcstats.com/fighter-details/5de61b03868035ff,"5' 7""",220,--,Orthodox,--
http://www.ufcstats.com/fighter-details/a71ce6ff0b4a9dbb,"5' 10""",155,--,,"Mar 12, 1986"
http://www.ufcstats.com/fighter-details/5340123d826ceadb,"5' 9""",170,--,,"May 13, 1979"
http://www.ufcstats.com/fighter-details/b102c26727306ab6,"5' 5""",125,"67""",Orthodox,"Apr 14, 1985"
